DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	Similarity
COLOR	#ff0000
DATA
Sporidiobolus_salmonicolor_Ssal-KRED	#59C959	High (100.0%)
Postia_placenta_EED79954	#87CEEB	Low (34.4%)
Postia_placenta_EED79942	#87CEEB	Low (33.2%)
Postia_placenta_EED78761	#87CEEB	Low (30.3%)
Postia_placenta_EED78053	#87CEEB	Low (31.8%)
Postia_placenta_EED77692	#87CEEB	Low (33.3%)
Postia_placenta_EED82828	#87CEEB	Low (32.8%)
Postia_placenta_EED77444	#87CEEB	Low (34.1%)
Postia_placenta_EED85420	#87CEEB	Low (30.6%)
Postia_placenta_EED85496	#87CEEB	Low (30.5%)
Postia_placenta_EED82210	#905799	Far distant (26.3%)
Postia_placenta_EED82060	#87CEEB	Low (33.1%)
Postia_placenta_EED77328	#87CEEB	Low (39.3%)
Postia_placenta_EED81801	#87CEEB	Low (30.6%)
Protomyces_lactucaedebilis_ORY78222	#87CEEB	Low (35.3%)
Pseudocercospora_fijiensis_EME88413	#87CEEB	Low (36.8%)
Pseudocercospora_fijiensis_EME88469	#87CEEB	Low (33.6%)
Pseudocercospora_fijiensis_EME88785	#87CEEB	Low (36.3%)
Pseudocercospora_fijiensis_EME88799	#87CEEB	Low (39.4%)
Pseudocercospora_fijiensis_EME84987	#905799	Far distant (29.9%)
Pseudocercospora_fijiensis_EME85054	#905799	Far distant (28.3%)
Pseudocercospora_fijiensis_EME83509	#905799	Far distant (27.5%)
Pseudocercospora_fijiensis_EME80954	#905799	Far distant (27.1%)
Pseudocercospora_musae_KXT18031	#87CEEB	Low (33.5%)
Pseudocercospora_musae_KXT12715	#87CEEB	Low (30.9%)
Pseudocercospora_musae_KXT12139	#87CEEB	Low (35.9%)
Pseudocercospora_musae_KXT17017	#87CEEB	Low (31.6%)
Pseudocercospora_musae_KXT10224	#87CEEB	Low (38.2%)
Pseudocercospora_musae_KXT18567	#87CEEB	Low (34.1%)
Pseudocercospora_musae_KXT18427	#905799	Far distant (26.5%)
Pseudogymnoascus_destructans_ELR03709	#905799	Far distant (29.4%)
Pseudogymnoascus_destructans_ELR06021	#905799	Far distant (22.1%)
Pseudogymnoascus_destructans_ELR01661	#87CEEB	Low (35.3%)
Pseudogymnoascus_sp_OBT88565	#87CEEB	Low (34.8%)
Pseudogymnoascus_sp_OBT87729	#59C959	High (56.9%)
Pseudogymnoascus_sp_OBT87734	#87CEEB	Low (38.6%)
Pseudogymnoascus_sp_OBT87387	#905799	Far distant (29.7%)
Pseudogymnoascus_sp_OBT86045	#87CEEB	Low (32.7%)
Pseudogymnoascus_sp_OBT84518	#87CEEB	Low (35.3%)
Pseudogymnoascus_sp_OBT84387	#87CEEB	Low (30.1%)
Pseudogymnoascus_sp_OBT84075	#87CEEB	Low (31.1%)
Pseudogymnoascus_sp_OBT83304	#87CEEB	Low (30.4%)
Pseudogymnoascus_sp_OBT82007	#905799	Far distant (24.5%)
Pseudogymnoascus_sp_OBT81393	#87CEEB	Low (37.4%)
Pseudogymnoascus_verrucosus_OBT93743	#905799	Far distant (28.8%)
Pseudogymnoascus_verrucosus_OBU01043	#87CEEB	Low (30.4%)
Pseudogymnoascus_verrucosus_OBT99511	#87CEEB	Low (30.8%)
Pseudogymnoascus_verrucosus_OBT97164	#87CEEB	Low (34.9%)
Pseudogymnoascus_verrucosus_OBT96596	#87CEEB	Low (36.3%)
Pseudogymnoascus_verrucosus_OBT96081	#905799	Far distant (29.7%)
Pseudogymnoascus_verrucosus_OBT95013	#87CEEB	Low (38.6%)
Pseudogymnoascus_verrucosus_OBT94537	#905799	Far distant (26.9%)
Pseudogymnoascus_verrucosus_OBT94410	#87CEEB	Low (32.0%)
Pseudogymnoascus_verrucosus_OBT92869	#EAFF80	Medium (42.6%)
Pseudogymnoascus_verrucosus_OBT92584	#87CEEB	Low (30.9%)
Pseudogymnoascus_verrucosus_OBT92189	#87CEEB	Low (33.5%)
Pseudogymnoascus_verrucosus_OBT92001	#905799	Far distant (28.2%)
Pseudogymnoascus_verrucosus_OBT91750	#87CEEB	Low (33.2%)
Pseudogymnoascus_verrucosus_OBT91716	#87CEEB	Low (32.2%)
Pseudogymnoascus_verrucosus_OBT91695	#87CEEB	Low (30.8%)
Pseudogymnoascus_verrucosus_OBT91347	#905799	Far distant (28.9%)
Pseudomassariella_vexata_ORY60781	#87CEEB	Low (32.8%)
Pseudomassariella_vexata_ORY59309	#87CEEB	Low (33.5%)
Pseudomassariella_vexata_ORY56990	#87CEEB	Low (35.8%)
Pseudomassariella_vexata_ORY68363	#87CEEB	Low (33.1%)
Pseudomassariella_vexata_ORY64123	#87CEEB	Low (34.7%)
Pseudomassariella_vexata_ORY63202	#EAFF80	Medium (40.5%)
Pseudomassariella_vexata_ORY63257	#87CEEB	Low (33.9%)
Pseudomassariella_vexata_ORY62115	#87CEEB	Low (36.2%)
Pseudomassariella_vexata_ORY62500	#87CEEB	Low (31.1%)
Pseudomicrostroma_glucosiphilum_PWN22604	#905799	Far distant (28.0%)
Pseudomicrostroma_glucosiphilum_PWN21060	#87CEEB	Low (35.4%)
Pseudomicrostroma_glucosiphilum_PWN20200	#87CEEB	Low (33.4%)
Pseudozyma_hubeiensis_GAC94521	#87CEEB	Low (31.0%)
Pseudozyma_hubeiensis_GAC96555	#905799	Far distant (29.0%)
Pseudozyma_hubeiensis_GAC97384	#87CEEB	Low (37.8%)
Pseudozyma_hubeiensis_GAC92751	#905799	Far distant (27.6%)
Pseudozyma_hubeiensis_GAC99752	#905799	Far distant (30.0%)
Puccinia_coronata_PLW32576	#87CEEB	Low (31.0%)
Puccinia_coronata_PLW12563	#87CEEB	Low (31.0%)
Puccinia_sorghi_KNZ44887	#905799	Far distant (27.1%)
Purpureocillium_lilacinum_OAQ83832	#87CEEB	Low (31.2%)
Purpureocillium_lilacinum_OAQ84992	#87CEEB	Low (34.7%)
Purpureocillium_lilacinum_OAQ81333	#87CEEB	Low (38.8%)
Purpureocillium_lilacinum_OAQ82534	#87CEEB	Low (31.9%)
Purpureocillium_lilacinum_OAQ79929	#87CEEB	Low (35.3%)
Purpureocillium_lilacinum_OAQ80633	#87CEEB	Low (39.6%)
Purpureocillium_lilacinum_OAQ76332	#87CEEB	Low (32.8%)
Purpureocillium_lilacinum_OAQ76473	#87CEEB	Low (32.6%)
Purpureocillium_lilacinum_OAQ75687	#87CEEB	Low (37.8%)
Purpureocillium_lilacinum_OAQ71794	#87CEEB	Low (31.7%)
Purpureocillium_lilacinum_OAQ69517	#87CEEB	Low (38.7%)
Purpureocillium_lilacinum_OAQ67500	#87CEEB	Low (32.1%)
Pyrenochaeta_sp_OAL56478	#EAFF80	Medium (40.7%)
Pyrenochaeta_sp_OAL56516	#87CEEB	Low (30.3%)
Pyrenochaeta_sp_OAL54976	#87CEEB	Low (30.0%)
Pyrenochaeta_sp_OAL53558	#87CEEB	Low (30.7%)
Pyrenochaeta_sp_OAL51797	#905799	Far distant (25.4%)
Pyrenochaeta_sp_OAL49454	#87CEEB	Low (37.2%)
Pyrenochaeta_sp_OAL49492	#87CEEB	Low (33.3%)
Pyrenochaeta_sp_OAL49019	#87CEEB	Low (36.1%)
Pyrenochaeta_sp_OAL48489	#87CEEB	Low (30.5%)
Pyrenochaeta_sp_OAL47735	#87CEEB	Low (31.7%)
Pyrenochaeta_sp_OAL45527	#87CEEB	Low (31.9%)
Pyrenochaeta_sp_OAL45530	#87CEEB	Low (31.0%)
Pyrenophora_tritici_PWO30239	#87CEEB	Low (33.2%)
Pyrenophora_tritici_PWO30049	#EAFF80	Medium (40.8%)
Pyrenophora_tritici_PWO21697	#905799	Far distant (29.2%)
Rachicladosporium_antarcticum_OQO03852	#87CEEB	Low (30.9%)
Rachicladosporium_antarcticum_OQO03152	#87CEEB	Low (33.3%)
Rachicladosporium_antarcticum_OQO03374	#87CEEB	Low (30.8%)
Rachicladosporium_antarcticum_OQO02525	#905799	Far distant (29.5%)
Rachicladosporium_antarcticum_OQO01855	#EAFF80	Medium (41.0%)
Rachicladosporium_antarcticum_OQO13269	#87CEEB	Low (30.2%)
Rachicladosporium_antarcticum_OQO01317	#87CEEB	Low (36.9%)
Rachicladosporium_antarcticum_OQO00845	#87CEEB	Low (33.7%)
Rachicladosporium_antarcticum_OQN97562	#87CEEB	Low (30.8%)
Rachicladosporium_antarcticum_OQO11561	#905799	Far distant (29.9%)
Rachicladosporium_antarcticum_OQO11810	#EAFF80	Medium (40.2%)
Rachicladosporium_antarcticum_OQO10833	#87CEEB	Low (36.9%)
Rachicladosporium_sp_OQO28868	#87CEEB	Low (30.8%)
Rachicladosporium_sp_OQO17260	#EAFF80	Medium (40.7%)
Rachicladosporium_sp_OQO28738	#87CEEB	Low (36.5%)
Rachicladosporium_sp_OQO16763	#87CEEB	Low (30.6%)
Rachicladosporium_sp_OQO27260	#87CEEB	Low (30.4%)
Rachicladosporium_sp_OQO25590	#87CEEB	Low (30.7%)
Rachicladosporium_sp_OQO31108	#87CEEB	Low (36.9%)
Rachicladosporium_sp_OQO31020	#905799	Far distant (29.9%)
Rachicladosporium_sp_OQO21937	#905799	Far distant (28.3%)
Rachicladosporium_sp_OQO19971	#87CEEB	Low (30.3%)
Rachicladosporium_sp_OQO18298	#87CEEB	Low (33.3%)
Rachicladosporium_sp_OQO17752	#87CEEB	Low (33.3%)
Ramularia_collo_CZT16200	#87CEEB	Low (36.0%)
Ramularia_collo_CZT16261	#87CEEB	Low (39.4%)
Ramularia_collo_CZT16871	#87CEEB	Low (30.3%)
Ramularia_collo_CZT19578	#905799	Far distant (29.3%)
Ramularia_collo_CZT25514	#87CEEB	Low (36.4%)
Ramularia_collo_CZT25515	#EAFF80	Medium (43.3%)
Rasamsonia_emersonii_KKA23413	#87CEEB	Low (34.8%)
Rasamsonia_emersonii_KKA22708	#87CEEB	Low (31.8%)
Rasamsonia_emersonii_KKA21651	#EAFF80	Medium (41.6%)
Rasamsonia_emersonii_KKA21614	#87CEEB	Low (31.3%)
Rhinocladiella_mackenziei_KIX09457	#EAFF80	Medium (43.1%)
Rhinocladiella_mackenziei_KIX09921	#87CEEB	Low (31.9%)
Rhinocladiella_mackenziei_KIX10091	#905799	Far distant (22.9%)
Rhinocladiella_mackenziei_KIX10295	#87CEEB	Low (30.4%)
Rhinocladiella_mackenziei_KIX07714	#905799	Far distant (27.3%)
Rhinocladiella_mackenziei_KIX07715	#905799	Far distant (21.5%)
Rhinocladiella_mackenziei_KIX08534	#905799	Far distant (28.7%)
Rhinocladiella_mackenziei_KIX04565	#905799	Far distant (30.0%)
Rhinocladiella_mackenziei_KIX05603	#87CEEB	Low (36.5%)
Rhinocladiella_mackenziei_KIX02034	#905799	Far distant (25.9%)
Rhinocladiella_mackenziei_KIX02420	#87CEEB	Low (32.4%)
Rhinocladiella_mackenziei_KIX02453	#87CEEB	Low (33.5%)
Rhinocladiella_mackenziei_KIX01368	#87CEEB	Low (34.0%)
Rhinocladiella_mackenziei_KIX01426	#EAFF80	Medium (40.8%)
Rhinocladiella_mackenziei_KIX01767	#87CEEB	Low (32.4%)
Rhinocladiella_mackenziei_KIW99683	#87CEEB	Low (32.6%)
Rhizoclosmatium_globosum_ORY42515	#87CEEB	Low (34.3%)
Rhizoclosmatium_globosum_ORY35993	#87CEEB	Low (33.6%)
Rhizoctonia_solani_KEP55752	#87CEEB	Low (38.1%)
Rhizoctonia_solani_KEP51924	#87CEEB	Low (31.1%)
Rhizoctonia_solani_KEP51925	#87CEEB	Low (31.2%)
Rhizoctonia_solani_KEP45750	#87CEEB	Low (34.3%)
Rhizoctonia_solani_KEP54414	#87CEEB	Low (35.4%)
Rhizoctonia_solani_KEP54181	#87CEEB	Low (36.3%)
Rhizoctonia_solani_KEP49514	#87CEEB	Low (35.8%)
Rhizoctonia_solani_KEP48812	#87CEEB	Low (34.7%)
Rhizoctonia_solani_KEP48813	#87CEEB	Low (33.9%)
Rhizoctonia_solani_KEP48769	#87CEEB	Low (37.0%)
Rhizoctonia_solani_KEP47717	#87CEEB	Low (38.6%)
Rhizoctonia_solani_KEP47610	#87CEEB	Low (36.5%)
Rhizopogon_vesiculosus_OJA08117	#87CEEB	Low (35.6%)
Rhizopogon_vinicolor_OAX33110	#87CEEB	Low (35.3%)
Rhodotorula_graminis_KPV78383	#87CEEB	Low (30.3%)
Rhodotorula_graminis_KPV72993	#87CEEB	Low (35.2%)
Rhodotorula_graminis_KPV72101	#87CEEB	Low (36.5%)
Rhodotorula_sp_KWU46663	#87CEEB	Low (30.7%)
Rhodotorula_sp_KWU45237	#87CEEB	Low (36.3%)
Rhodotorula_sp_KWU41671	#87CEEB	Low (33.0%)
Rhodotorula_taiwanensis_POY74967	#87CEEB	Low (36.3%)
Rhodotorula_taiwanensis_POY72851	#87CEEB	Low (34.3%)
Rhodotorula_taiwanensis_POY71341	#87CEEB	Low (32.2%)
Rhodotorula_toruloides_EGU13047	#87CEEB	Low (35.4%)
Rhynchosporium_agropyri_CZS88563	#87CEEB	Low (37.6%)
Rhynchosporium_agropyri_CZS89024	#87CEEB	Low (36.6%)
Rhynchosporium_agropyri_CZS96994	#87CEEB	Low (30.3%)
Rhynchosporium_agropyri_CZS98377	#87CEEB	Low (30.3%)
Rhynchosporium_agropyri_CZT05836	#EAFF80	Medium (42.7%)
Rhynchosporium_agropyri_CZT05838	#87CEEB	Low (34.3%)
Rhynchosporium_agropyri_CZT11628	#87CEEB	Low (33.6%)
Rhynchosporium_commune_CZS88508	#87CEEB	Low (36.6%)
Rhynchosporium_commune_CZS92008	#87CEEB	Low (33.6%)
Rhynchosporium_commune_CZS99845	#87CEEB	Low (37.6%)
Rhynchosporium_commune_CZT06076	#87CEEB	Low (38.3%)
Rhynchosporium_commune_CZT08335	#87CEEB	Low (30.3%)
Rhynchosporium_commune_CZT13810	#87CEEB	Low (31.0%)
Rhynchosporium_secalis_CZT42183	#87CEEB	Low (37.4%)
Rhynchosporium_secalis_CZT45345	#87CEEB	Low (35.9%)
Rhynchosporium_secalis_CZT46219	#87CEEB	Low (37.3%)
Rhynchosporium_secalis_CZT49937	#87CEEB	Low (30.3%)
Rhynchosporium_secalis_CZT50831	#87CEEB	Low (30.7%)
Rhynchosporium_secalis_CZT52756	#87CEEB	Low (33.6%)
Rosellinia_necatrix_GAP83645	#87CEEB	Low (33.0%)
Rosellinia_necatrix_GAP84008	#905799	Far distant (27.4%)
Rosellinia_necatrix_GAP86657	#87CEEB	Low (32.8%)
Rosellinia_necatrix_GAP86643	#87CEEB	Low (30.8%)
Rosellinia_necatrix_GAP89547	#905799	Far distant (24.6%)
Rutstroemia_sp_PQE29020	#87CEEB	Low (31.0%)
Rutstroemia_sp_PQE29196	#EAFF80	Medium (43.4%)
Rutstroemia_sp_PQE20534	#87CEEB	Low (31.4%)
Rutstroemia_sp_PQE19380	#87CEEB	Low (33.5%)
Rutstroemia_sp_PQE18212	#87CEEB	Low (31.3%)
Rutstroemia_sp_PQE17532	#87CEEB	Low (30.8%)
Rutstroemia_sp_PQE08470	#87CEEB	Low (33.2%)
Rutstroemia_sp_PQE07497	#87CEEB	Low (32.6%)
Rutstroemia_sp_PQE03147	#87CEEB	Low (38.5%)
Saccharomyces_arboricola_EJS43729	#87CEEB	Low (32.5%)
Saccharomyces_arboricola_EJS43527	#87CEEB	Low (31.4%)
Saccharomyces_arboricola_EJS41804	#87CEEB	Low (33.8%)
Saccharomyces_cerevisiae_EIW11750	#87CEEB	Low (33.2%)
Saccharomyces_cerevisiae_EIW10686	#87CEEB	Low (31.2%)
Saccharomyces_cerevisiae_EIW10313	#87CEEB	Low (31.4%)
Saccharomyces_cerevisiae_EIW07406	#87CEEB	Low (34.9%)
Saccharomyces_eubayanus_KOG99368	#87CEEB	Low (33.2%)
Saccharomyces_eubayanus_KOG99469	#87CEEB	Low (31.0%)
Saccharomyces_eubayanus_KOG98930	#87CEEB	Low (33.8%)
Saccharomyces_sp_KOH51967	#87CEEB	Low (33.2%)
Saccharomyces_sp_KOH50711	#87CEEB	Low (31.0%)
Saccharomyces_sp_KOH50810	#87CEEB	Low (31.5%)
Saccharomyces_sp_KOH48093	#87CEEB	Low (34.9%)
Scedosporium_apiospermum_KEZ45870	#87CEEB	Low (34.5%)
Scedosporium_apiospermum_KEZ45519	#87CEEB	Low (35.6%)
Scedosporium_apiospermum_KEZ43372	#87CEEB	Low (31.2%)
Scedosporium_apiospermum_KEZ40405	#87CEEB	Low (36.2%)
Scheffersomyces_stipitis_EAZ63572	#87CEEB	Low (32.9%)
Scheffersomyces_stipitis_EAZ63573	#905799	Far distant (29.9%)
Scheffersomyces_stipitis_EAZ63632	#87CEEB	Low (33.7%)
Scheffersomyces_stipitis_ABN64268	#87CEEB	Low (33.6%)
Scheffersomyces_stipitis_ABN64930	#87CEEB	Low (30.7%)
Scheffersomyces_stipitis_ABN65471	#87CEEB	Low (34.6%)
Scheffersomyces_stipitis_ABN65511	#905799	Far distant (29.9%)
Scheffersomyces_stipitis_ABN65524	#87CEEB	Low (34.2%)
Scheffersomyces_stipitis_ABN65934	#905799	Far distant (27.7%)
Scheffersomyces_stipitis_ABN66052	#87CEEB	Low (34.3%)
Scheffersomyces_stipitis_ABN66969	#87CEEB	Low (33.1%)
Scheffersomyces_stipitis_ABN67363	#905799	Far distant (28.6%)
Scheffersomyces_stipitis_ABN68180	#87CEEB	Low (34.4%)
Schizophyllum_commune_EFI98676	#87CEEB	Low (36.2%)
Schizophyllum_commune_EFI98122	#87CEEB	Low (36.6%)
Schizophyllum_commune_EFI94809	#87CEEB	Low (30.6%)
Schizopora_paradoxa_KLO20240	#87CEEB	Low (33.9%)
Schizopora_paradoxa_KLO19163	#87CEEB	Low (32.7%)
Schizopora_paradoxa_KLO19164	#87CEEB	Low (30.7%)
Schizopora_paradoxa_KLO17162	#87CEEB	Low (34.1%)
Schizopora_paradoxa_KLO17164	#905799	Far distant (28.5%)
Schizopora_paradoxa_KLO12865	#87CEEB	Low (30.6%)
Schizopora_paradoxa_KLO12866	#87CEEB	Low (30.7%)
Schizopora_paradoxa_KLO11371	#905799	Far distant (29.0%)
Schizopora_paradoxa_KLO10740	#87CEEB	Low (31.2%)
Scleroderma_citrinum_KIM62532	#87CEEB	Low (34.2%)
Scleroderma_citrinum_KIM62534	#87CEEB	Low (36.7%)
Scleroderma_citrinum_KIM50370	#87CEEB	Low (35.3%)
Sclerotinia_borealis_ESZ99071	#87CEEB	Low (32.1%)
Sclerotinia_borealis_ESZ92585	#87CEEB	Low (31.9%)
Sclerotinia_borealis_ESZ91404	#905799	Far distant (28.5%)
Sclerotinia_borealis_ESZ89618	#EAFF80	Medium (44.9%)
Sclerotinia_sclerotiorum_APA05701	#87CEEB	Low (34.3%)
Sclerotinia_sclerotiorum_APA07879	#87CEEB	Low (31.8%)
Sclerotinia_sclerotiorum_APA08370	#EAFF80	Medium (43.7%)
Sclerotinia_sclerotiorum_APA12536	#87CEEB	Low (34.2%)
Sclerotinia_sclerotiorum_APA13259	#87CEEB	Low (33.6%)
Serendipita_indica_CCA67680	#87CEEB	Low (37.5%)
Serendipita_indica_CCA68953	#905799	Far distant (29.6%)
Serendipita_indica_CCA68954	#87CEEB	Low (31.6%)
Serendipita_indica_CCA68955	#87CEEB	Low (30.9%)
Serendipita_indica_CCA68956	#87CEEB	Low (30.9%)
Serendipita_indica_CCA72611	#87CEEB	Low (32.2%)
Serendipita_indica_CCA72612	#87CEEB	Low (30.9%)
Serendipita_indica_CCA76634	#87CEEB	Low (33.3%)
Serendipita_vermifera_KIM33343	#87CEEB	Low (30.4%)
Serendipita_vermifera_KIM31774	#87CEEB	Low (32.4%)
Serendipita_vermifera_KIM31787	#87CEEB	Low (33.5%)
Serendipita_vermifera_KIM31788	#87CEEB	Low (32.8%)
Serendipita_vermifera_KIM31789	#87CEEB	Low (30.4%)
Serendipita_vermifera_KIM31790	#87CEEB	Low (31.7%)
Serendipita_vermifera_KIM31792	#87CEEB	Low (33.3%)
Serendipita_vermifera_KIM31833	#87CEEB	Low (31.9%)
Serendipita_vermifera_KIM31973	#87CEEB	Low (31.6%)
Serendipita_vermifera_KIM22732	#87CEEB	Low (32.5%)
Serendipita_vermifera_KIM22734	#87CEEB	Low (34.3%)
Serpula_lacrymans_EGN94218	#87CEEB	Low (34.9%)
Serpula_lacrymans_EGN92981	#87CEEB	Low (35.6%)
Serpula_lacrymans_EGN92982	#87CEEB	Low (36.0%)
Sistotremastrum_niveocremeum_KZS98291	#87CEEB	Low (30.8%)
Sistotremastrum_niveocremeum_KZS94694	#87CEEB	Low (36.8%)
Sistotremastrum_niveocremeum_KZS90131	#87CEEB	Low (35.6%)
Sistotremastrum_niveocremeum_KZS90133	#87CEEB	Low (36.7%)
Sistotremastrum_niveocremeum_KZS90134	#87CEEB	Low (37.4%)
Sistotremastrum_niveocremeum_KZS87359	#87CEEB	Low (37.1%)
Sistotremastrum_suecicum_KZT41443	#87CEEB	Low (30.5%)
Sistotremastrum_suecicum_KZT39877	#87CEEB	Low (37.1%)
Sistotremastrum_suecicum_KZT38287	#87CEEB	Low (37.4%)
Sistotremastrum_suecicum_KZT38288	#87CEEB	Low (36.7%)
Sistotremastrum_suecicum_KZT38290	#87CEEB	Low (34.8%)
Sistotremastrum_suecicum_KZT38291	#87CEEB	Low (35.3%)
Sistotremastrum_suecicum_KZT38189	#87CEEB	Low (36.8%)
Sordaria_macrospora_CCC10845	#87CEEB	Low (34.8%)
Sordaria_macrospora_CCC07169	#EAFF80	Medium (43.5%)
Sordaria_macrospora_CCC13400	#87CEEB	Low (32.5%)
Sordaria_macrospora_CCC07913	#87CEEB	Low (31.6%)
Sordaria_macrospora_CCC13794	#87CEEB	Low (32.8%)
Sordaria_macrospora_CCC13845	#905799	Far distant (28.7%)
Spathaspora_passalidarum_EGW34746	#87CEEB	Low (33.9%)
Spathaspora_passalidarum_EGW34845	#87CEEB	Low (31.8%)
Spathaspora_passalidarum_EGW35041	#87CEEB	Low (32.8%)
Spathaspora_passalidarum_EGW35140	#87CEEB	Low (30.6%)
Spathaspora_passalidarum_EGW35463	#87CEEB	Low (33.2%)
Spathaspora_passalidarum_EGW35479	#87CEEB	Low (33.6%)
Spathaspora_passalidarum_EGW35547	#87CEEB	Low (33.6%)
Spathaspora_passalidarum_EGW35811	#87CEEB	Low (34.6%)
Spathaspora_passalidarum_EGW33854	#87CEEB	Low (35.0%)
Spathaspora_passalidarum_EGW34178	#87CEEB	Low (32.8%)
Spathaspora_passalidarum_EGW34447	#905799	Far distant (29.9%)
Spathaspora_passalidarum_EGW32862	#87CEEB	Low (33.6%)
Spathaspora_passalidarum_EGW33106	#87CEEB	Low (31.4%)
Spathaspora_passalidarum_EGW33150	#87CEEB	Low (34.7%)
Spathaspora_passalidarum_EGW33177	#87CEEB	Low (35.8%)
Spathaspora_passalidarum_EGW33294	#87CEEB	Low (34.3%)
Spathaspora_passalidarum_EGW31905	#87CEEB	Low (33.2%)
Spathaspora_passalidarum_EGW31912	#87CEEB	Low (31.0%)
Spathaspora_passalidarum_EGW32253	#87CEEB	Low (33.9%)
Spathaspora_passalidarum_EGW32291	#87CEEB	Low (32.7%)
Spathaspora_passalidarum_EGW32543	#87CEEB	Low (31.6%)
Spathaspora_passalidarum_EGW32584	#87CEEB	Low (32.8%)
Spathaspora_passalidarum_EGW31318	#905799	Far distant (19.3%)
Spathaspora_passalidarum_EGW31012	#87CEEB	Low (31.9%)
Spathaspora_passalidarum_EGW30505	#87CEEB	Low (33.5%)
Sphaerobolus_stellatus_KIJ46908	#87CEEB	Low (30.2%)
Sphaerobolus_stellatus_KIJ45609	#905799	Far distant (28.9%)
Sphaerobolus_stellatus_KIJ41091	#905799	Far distant (28.6%)
Sphaerobolus_stellatus_KIJ37535	#905799	Far distant (27.1%)
Sphaerobolus_stellatus_KIJ37550	#87CEEB	Low (31.7%)
Sphaerobolus_stellatus_KIJ37558	#87CEEB	Low (33.5%)
Sphaerobolus_stellatus_KIJ37200	#87CEEB	Low (31.9%)
Sphaerobolus_stellatus_KIJ35442	#87CEEB	Low (34.8%)
Sphaerobolus_stellatus_KIJ25980	#87CEEB	Low (35.0%)
Sphaerobolus_stellatus_KIJ22553	#87CEEB	Low (36.5%)
Sphaerulina_musiva_EMF17165	#87CEEB	Low (32.1%)
Sphaerulina_musiva_EMF14258	#EAFF80	Medium (42.7%)
Sphaerulina_musiva_EMF11659	#87CEEB	Low (32.7%)
Sphaerulina_musiva_EMF11320	#87CEEB	Low (35.2%)
Sphaerulina_musiva_EMF11571	#EAFF80	Medium (40.7%)
Spizellomyces_punctatus_KND00133	#87CEEB	Low (36.2%)
Sporidiobolus_salmonicolor_CEQ38963.1	#87CEEB	Low (30.9%)
Sporidiobolus_salmonicolor_CEQ40243.1	#87CEEB	Low (35.6%)
Sporidiobolus_salmonicolor_CEQ41059.1	#87CEEB	Low (39.9%)
Sporidiobolus_salmonicolor_CEQ42764.1	#905799	Far distant (28.2%)
Sporisorium_reilianum_SJX62559	#905799	Far distant (29.9%)
Sporisorium_reilianum_SJX64318	#87CEEB	Low (30.7%)
Sporisorium_reilianum_SJX66594	#87CEEB	Low (37.1%)
Sporothrix_brasiliensis_KIH93809	#87CEEB	Low (36.8%)
Sporothrix_brasiliensis_KIH93541	#87CEEB	Low (33.6%)
Sporothrix_brasiliensis_KIH92064	#87CEEB	Low (30.0%)
Sporothrix_brasiliensis_KIH89737	#87CEEB	Low (34.2%)
Sporothrix_brasiliensis_KIH87518	#905799	Far distant (26.1%)
Sporothrix_brasiliensis_KIH86554	#905799	Far distant (29.0%)
Sporothrix_insectorum_OAA56271	#EAFF80	Medium (42.1%)
Sporothrix_insectorum_OAA55812	#87CEEB	Low (31.1%)
Sporothrix_insectorum_OAA66500	#87CEEB	Low (31.8%)
Sporothrix_insectorum_OAA66939	#EAFF80	Medium (42.1%)
Sporothrix_insectorum_OAA66943	#87CEEB	Low (33.2%)
Sporothrix_insectorum_OAA65707	#905799	Far distant (29.6%)
Sporothrix_insectorum_OAA63758	#87CEEB	Low (30.5%)
Sporothrix_schenckii_KJR87703	#87CEEB	Low (30.4%)
Sporothrix_schenckii_KJR84345	#905799	Far distant (28.3%)
Sporothrix_schenckii_KJR83970	#87CEEB	Low (34.7%)
Sporothrix_schenckii_KJR83650	#87CEEB	Low (36.8%)
Sporothrix_schenckii_KJR81594	#87CEEB	Low (33.8%)
Stachybotrys_chartarum_KFA77437	#87CEEB	Low (33.1%)
Stachybotrys_chartarum_KFA76438	#87CEEB	Low (34.4%)
Stachybotrys_chartarum_KFA75917	#EAFF80	Medium (40.8%)
Stachybotrys_chartarum_KFA75737	#87CEEB	Low (33.9%)
Stachybotrys_chartarum_KFA74046	#905799	Far distant (29.4%)
Stachybotrys_chartarum_KFA73400	#EAFF80	Medium (42.0%)
Stachybotrys_chartarum_KFA72840	#87CEEB	Low (35.2%)
Stachybotrys_chartarum_KFA70776	#87CEEB	Low (36.0%)
Stachybotrys_chartarum_KFA81415	#905799	Far distant (27.8%)
Stachybotrys_chartarum_KFA80626	#87CEEB	Low (36.2%)
Stachybotrys_chartarum_KFA80284	#87CEEB	Low (31.4%)
Stachybotrys_chartarum_KFA79923	#905799	Far distant (28.2%)
Stachybotrys_chartarum_KFA79219	#EAFF80	Medium (44.4%)
Stachybotrys_chartarum_KFA78434	#87CEEB	Low (35.3%)
Stachybotrys_chlorohalonata_KFA70223	#87CEEB	Low (36.2%)
Stachybotrys_chlorohalonata_KFA70144	#905799	Far distant (29.0%)
Stachybotrys_chlorohalonata_KFA69009	#87CEEB	Low (33.7%)
Stachybotrys_chlorohalonata_KFA68915	#87CEEB	Low (33.2%)
